epoch,accuracy,learning_rate,loss,val_accuracy,val_learning_rate,val_loss
0,0.4976651072502136,0.009999999776482582,0.7006393671035767,NA,NA,NA
1,0.506115198135376,0.009999999776482582,0.6937068700790405,NA,NA,NA
2,0.4983322322368622,0.009999999776482582,0.6936257481575012,NA,NA,NA
3,0.4981098473072052,0.009999999776482582,0.6936055421829224,NA,NA,NA
4,0.49922171235084534,0.009999999776482582,0.6936078071594238,NA,NA,NA
5,0.49877697229385376,0.009999999776482582,0.6935752034187317,NA,NA,NA
6,0.49699801206588745,0.009999999776482582,0.6935361623764038,NA,NA,NA
7,0.5003335475921631,0.009999999776482582,0.6935304999351501,NA,NA,NA
8,0.4976651072502136,0.009999999776482582,0.6935275197029114,NA,NA,NA
9,0.4921058416366577,0.004999999888241291,0.6935835480690002,NA,NA,NA
10,0.4903268814086914,0.004999999888241291,0.693347692489624,NA,NA,NA
11,0.49099400639533997,0.004999999888241291,0.6933130621910095,NA,NA,NA
12,0.49366244673728943,0.004999999888241291,0.6933232545852661,NA,NA,NA
13,0.4905492663383484,0.004999999888241291,0.693304717540741,NA,NA,NA
14,0.49321770668029785,0.004999999888241291,0.6932997107505798,NA,NA,NA
15,0.4945519268512726,0.004999999888241291,0.6932646036148071,NA,NA,NA
16,0.48387813568115234,0.0024999999441206455,0.693280041217804,NA,NA,NA
17,0.4927729666233063,0.0024999999441206455,0.6931833028793335,NA,NA,NA
18,0.4921058416366577,0.0024999999441206455,0.6931788921356201,NA,NA,NA
19,0.490771621465683,0.0024999999441206455,0.6931946277618408,NA,NA,NA
20,0.4958861470222473,0.0024999999441206455,0.6931512951850891,NA,NA,NA
21,0.4889926612377167,0.0024999999441206455,0.6931803822517395,NA,NA,NA
22,0.48921504616737366,0.0024999999441206455,0.693244993686676,NA,NA,NA
23,0.49121636152267456,0.0012499999720603228,0.6930709481239319,NA,NA,NA
24,0.4901045262813568,0.0012499999720603228,0.6930354237556458,NA,NA,NA
25,0.49121636152267456,0.0012499999720603228,0.6930740475654602,NA,NA,NA
26,0.4901045262813568,0.0012499999720603228,0.6931015849113464,NA,NA,NA
27,0.48921504616737366,0.0012499999720603228,0.6930388808250427,NA,NA,NA
28,0.4918834865093231,0.0012499999720603228,0.6930280327796936,NA,NA,NA
29,0.49099400639533997,0.0006249999860301614,0.6929410099983215,NA,NA,NA
30,0.4918834865093231,0.0006249999860301614,0.6929060816764832,NA,NA,NA
31,0.48988214135169983,0.0006249999860301614,0.6928800344467163,NA,NA,NA
32,0.4925505816936493,0.0006249999860301614,0.6929497122764587,NA,NA,NA
33,0.49299532175064087,0.0006249999860301614,0.6928211450576782,NA,NA,NA
34,0.4925505816936493,0.0006249999860301614,0.6927691102027893,NA,NA,NA
