Ativo,ARIMA,Drift,Naive,Prophet
ITUB4,0.0106544901065448,0.0106544901065448,0.0106544901065448,0.0281582952815829
PETR4,0.0128388017118402,0.0121255349500714,0.0,0.0278174037089872
VALE3,-0.0113913751017086,-0.0097640358014646,0.000813669650122,-0.0276647681041496
