fold,accuracy_direcional,accuracy,f1_score,mcc
1,0.497787610619469,0.497787610619469,0.0,0.0
2,0.47474747474747475,0.47474747474747475,0.6176470588235294,-0.030344109310610656
3,0.5033112582781457,0.5033112582781457,0.6287128712871287,-0.02903298985975851
4,0.4666666666666667,0.4666666666666667,0.6342857142857142,-0.1281796652511815
