fold,accuracy_direcional,accuracy,f1_score,mcc
4,0.54337899543379,0.54337899543379,0.5495495495495496,0.08885737988922032
5,0.5227272727272727,0.5227272727272727,0.6557377049180327,-0.05407380704358751
