fold,accuracy_direcional,f1_score,mcc,proba_mean,proba_std
1,0.5122549019607843,0.0,0.0,0.42884090542793274,0.010423834435641766
2,0.4961832061068702,0.0,0.0,0.45702505111694336,0.014288502745330334
3,0.47151898734177217,0.0,0.0,0.47411125898361206,0.005581691395491362
4,0.5529953917050692,0.0,0.0,0.47994887828826904,0.001950223813764751
5,0.5147058823529411,0.0,0.0,0.4537927508354187,0.003944321535527706
