Ativo,ARIMA,Drift,Naive,Prophet
ITUB4,-0.0281582952815829,-0.0281582952815829,-0.0281582952815829,-0.0106544901065449
PETR4,-0.0085592011412268,-0.0092724679029956,-0.021398002853067,0.0064194008559201
VALE3,-0.0024410089503661,-0.000813669650122,0.0097640358014646,-0.0187144019528071
