Ativo,Baseline,N_Folds,N_Teste,accuracy,balanced_accuracy,f1_score,mcc,accuracy_direcional
ITUB4,Naive,4,2352,0.5120711562897078,0.5,0.0,0.0,0.5120711562897078
ITUB4,Drift,4,2352,0.4898348157560356,0.5003263285773366,0.6413577489950871,0.0013191928399787804,0.4898348157560356
ITUB4,ARIMA,4,2352,0.48792884371029227,0.5,0.6558497011101623,0.0,0.48792884371029227
ITUB4,Prophet,4,2352,0.49555273189326554,0.4976526959263854,0.5307328605200946,-0.004766008528016279,0.49555273189326554
