fold,accuracy_direcional,f1_score,mcc,proba_mean,proba_std
1,0.5313432835820896,0.0,0.0,0.4741925001144409,0.004187195096164942
2,0.5,0.0,0.0,0.4504881799221039,0.004300707019865513
3,0.49809885931558934,0.0,0.0,0.4700848162174225,0.00608178973197937
4,0.4840182648401826,0.6343042071197411,-0.008978170783874665,0.5073895454406738,0.004558229818940163
5,0.5681818181818182,0.7246376811594203,0.0,0.5352765917778015,0.002000913256779313
