epoch,accuracy,learning_rate,loss,val_accuracy,val_learning_rate,val_loss
0,0.4921644330024719,0.009999999776482582,0.6994794011116028,NA,NA,NA
1,0.5035203099250793,0.009999999776482582,0.6933765411376953,NA,NA,NA
2,0.4926186800003052,0.009999999776482582,0.6940293908119202,NA,NA,NA
3,0.5060186386108398,0.009999999776482582,0.693336009979248,NA,NA,NA
4,0.5062457323074341,0.009999999776482582,0.6933642625808716,NA,NA,NA
5,0.49965932965278625,0.009999999776482582,0.6933311223983765,NA,NA,NA
6,0.5005677938461304,0.009999999776482582,0.6934324502944946,NA,NA,NA
7,0.48921188712120056,0.004999999888241291,0.693371593952179,NA,NA,NA
8,0.4957983195781708,0.004999999888241291,0.6933004260063171,NA,NA,NA
9,0.4951169788837433,0.004999999888241291,0.6931440234184265,NA,NA,NA
10,0.49466273188591003,0.004999999888241291,0.6931450366973877,NA,NA,NA
11,0.5023847222328186,0.004999999888241291,0.6929569840431213,NA,NA,NA
12,0.5091982483863831,0.004999999888241291,0.6930273175239563,NA,NA,NA
13,0.4982966184616089,0.004999999888241291,0.6933609843254089,NA,NA,NA
14,0.4960254430770874,0.004999999888241291,0.6932912468910217,NA,NA,NA
15,0.5026118755340576,0.004999999888241291,0.6931145191192627,NA,NA,NA
16,0.5028389692306519,0.004999999888241291,0.6931107640266418,NA,NA,NA
17,0.5160118341445923,0.0024999999441206455,0.6930257678031921,NA,NA,NA
18,0.49738815426826477,0.0024999999441206455,0.6932475566864014,NA,NA,NA
19,0.5141948461532593,0.0024999999441206455,0.6927435994148254,NA,NA,NA
20,0.5032932162284851,0.0024999999441206455,0.6930844783782959,NA,NA,NA
21,0.5001135468482971,0.0024999999441206455,0.6932560205459595,NA,NA,NA
22,0.5012491345405579,0.0024999999441206455,0.6930740475654602,NA,NA,NA
23,0.5064728856086731,0.0024999999441206455,0.6930407881736755,NA,NA,NA
24,0.5110152363777161,0.0024999999441206455,0.6927945017814636,NA,NA,NA
25,0.5096524953842163,0.0012499999720603228,0.6929497718811035,NA,NA,NA
26,0.5010220408439636,0.0012499999720603228,0.6928502321243286,NA,NA,NA
27,0.5157846808433533,0.0012499999720603228,0.6928196549415588,NA,NA,NA
28,0.5026118755340576,0.0012499999720603228,0.6928038001060486,NA,NA,NA
29,0.5137406587600708,0.0012499999720603228,0.6923561692237854,NA,NA,NA
30,0.4982966184616089,0.0012499999720603228,0.6931434869766235,NA,NA,NA
31,0.5132864117622375,0.0012499999720603228,0.692629873752594,NA,NA,NA
32,0.515557587146759,0.0012499999720603228,0.6926624178886414,NA,NA,NA
33,0.5078355669975281,0.0012499999720603228,0.6929219365119934,NA,NA,NA
34,0.5066999793052673,0.0012499999720603228,0.6927400827407837,NA,NA,NA
35,0.5144219994544983,0.0006249999860301614,0.6923872232437134,NA,NA,NA
36,0.5082898139953613,0.0006249999860301614,0.6925141215324402,NA,NA,NA
37,0.5071542263031006,0.0006249999860301614,0.692242443561554,NA,NA,NA
38,0.5066999793052673,0.0006249999860301614,0.6925718188285828,NA,NA,NA
39,0.5164660215377808,0.0006249999860301614,0.6924137473106384,NA,NA,NA
40,0.5146490931510925,0.0006249999860301614,0.6923614144325256,NA,NA,NA
41,0.5128321647644043,0.0006249999860301614,0.6923140287399292,NA,NA,NA
42,0.5060186386108398,0.0006249999860301614,0.6924275159835815,NA,NA,NA
43,0.5091982483863831,0.0003124999930150807,0.6925041079521179,NA,NA,NA
44,0.5021576285362244,0.0003124999930150807,0.692514955997467,NA,NA,NA
45,0.5132864117622375,0.0003124999930150807,0.6928594708442688,NA,NA,NA
46,0.5141948461532593,0.0003124999930150807,0.6921593546867371,NA,NA,NA
47,0.5178287625312805,0.0003124999930150807,0.6922312378883362,NA,NA,NA
48,0.510788083076477,0.00015624999650754035,0.6928279995918274,NA,NA,NA
49,0.5023847222328186,0.00015624999650754035,0.6927000880241394,NA,NA,NA
50,0.5116965770721436,0.00015624999650754035,0.6919894814491272,NA,NA,NA
51,0.5114694237709045,0.00015624999650754035,0.6925592422485352,NA,NA,NA
52,0.5048830509185791,0.00015624999650754035,0.6929444074630737,NA,NA,NA
53,0.4998864531517029,0.00015624999650754035,0.6928155422210693,NA,NA,NA
54,0.5135135054588318,0.00015624999650754035,0.6926406621932983,NA,NA,NA
55,0.5007948875427246,0.00015624999650754035,0.6922356486320496,NA,NA,NA
56,0.5039745569229126,7.812499825377017e-05,0.6928138136863708,NA,NA,NA
57,0.5057914853096008,7.812499825377017e-05,0.6925286054611206,NA,NA,NA
58,0.5087440609931946,7.812499825377017e-05,0.692366898059845,NA,NA,NA
59,0.5144219994544983,7.812499825377017e-05,0.692441999912262,NA,NA,NA
60,0.5103338360786438,7.812499825377017e-05,0.6924716234207153,NA,NA,NA
