data_hora,ativo,fold,estrategia,retorno_liquido,sharpe_ratio,max_drawdown,profit_factor,turnover,n_trades,custo_total_reais,capital_inicial,capital_final,n_barras
20260202_183451,ITUB4,4,long_short,-0.02946860158311203,-2.2958323931990257,-0.04980468749999827,0.9173105078613696,0.0,1,80.0,100000.0,97053.1398416888,486
