data_hora,ativo,fold,estrategia,multiplicador_custo,retorno_liquido,sharpe_ratio,max_drawdown,profit_factor,turnover,n_trades,custo_total_reais,capital_final
20260211_113337,ITUB4,1,long_short,0.5,0.021269361452840238,0.9727959125705071,-0.06440483036227851,1.0340965727786438,0.0,1,40.0,102126.93614528402
20260211_113337,ITUB4,1,long_short,1.0,0.02086326889279182,0.9576225127545007,-0.06440483036227865,1.0335555594126613,0.0,1,80.0,102086.32688927918
20260211_113337,ITUB4,1,long_short,1.5,0.020457176332743694,0.9424227953357196,-0.06440483036227883,1.033014546046679,0.0,1,120.00000000000001,102045.71763327437
20260211_113337,ITUB4,1,long_short,2.0,0.02005108377269935,0.9271975982181796,-0.06440483036227787,1.0324735326807022,0.0,1,160.0,102005.10837726993
