data_hora,ativo,fold,estrategia,retorno_liquido,sharpe_ratio,max_drawdown,profit_factor,turnover,n_trades,custo_total_reais,capital_inicial,capital_final,n_barras
20260207_171825,PETR4,2,long_only,-0.0896294114871409,-2.179525644586565,-0.23538230884557562,0.9109180466281764,0.0,1,80.0,100000.0,91037.05885128591,486
