data_hora,ativo,fold,estrategia,multiplicador_custo,retorno_liquido,sharpe_ratio,max_drawdown,profit_factor,turnover,n_trades,custo_total_reais,capital_final
20260207_172030,VALE3,1,long_short,0.5,0.056916972477067465,2.316901044092778,-0.10036255767962948,1.1025634903345565,0.0,1,40.0,105691.69724770675
20260207_172030,VALE3,1,long_short,1.0,0.056494495412847026,2.30145217517605,-0.10036255767962961,1.101877962139621,0.0,1,80.0,105649.4495412847
20260207_172030,VALE3,1,long_short,1.5,0.05607201834862586,2.2859622252612857,-0.10036255767963018,1.1011726285056929,0.0,1,120.00000000000001,105607.20183486259
20260207_172030,VALE3,1,long_short,2.0,0.05564954128440644,2.270432019677969,-0.10036255767962943,1.1004184083058663,0.0,1,160.0,105564.95412844064
